journal,volume,journal_code,year,ISSN,editors,areas
Trans. Large Scale Data Knowl. Centered Syst.,21,Tr21,2015,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,22,Tr22,2015,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,23,Tr23,2016,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,24,Tr24,2016,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,25,Tr25,2016,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,26,Tr26,2016,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,27,Tr27,2016,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,28,Tr28,2016,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,29,Tr29,2016,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,3,Tr3,2011,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,30,Tr30,2016,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,31,Tr31,2017,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,32,Tr32,2017,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,33,Tr33,2017,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,34,Tr34,2017,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,35,Tr35,2017,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,36,Tr36,2017,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,37,Tr37,2018,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,38,Tr38,2018,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,39,Tr39,2018,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,4,Tr4,2011,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,40,Tr40,2019,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,41,Tr41,2019,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,42,Tr42,2019,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,43,Tr43,2020,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
